Stationscode,Stationsname,Stationsumgebung,Art der Station,Gemeinde,Jahr,NO2
DEBW225,Steinheim Ludwigsburger Straße,städtisches Gebiet,Verkehr,Steinheim an der Murr,2017,kein Wert verfügbar
DEBW226,Friedrichshafen Maybachstraße,städtisches Gebiet,Verkehr,Friedrichshafen,2017,kein Wert verfügbar
DEBW227,Lichtenstein Wilhelmstraße,vorstädtisches Gebiet,Verkehr,Lichtenstein,2017,38
DEBW228,Ravensburg Schussenstraße,städtisches Gebiet,Verkehr,Ravensburg,2017,kein Wert verfügbar
DEBW229,Marbach Schillerstraße,städtisches Gebiet,Verkehr,Marbach am Neckar,2017,kein Wert verfügbar
DEBW231,Östringen Hauptstraße,städtisches Gebiet,Verkehr,Östringen,2017,kein Wert verfügbar
DEBW232,Rastatt Kapellenstraße,städtisches Gebiet,Verkehr,Rastatt,2017,kein Wert verfügbar
DEBW233,Sindelfingen Hanns-Martin-Schleyer-Straße,städtisches Gebiet,Verkehr,Sindelfingen,2017,kein Wert verfügbar
DEBW234,Heilbronn Frankenbacher Straße,vorstädtisches Gebiet,Verkehr,Heilbronn,2017,kein Wert verfügbar
DEBW235,Heilbronn Mannheimer Straße,städtisches Gebiet,Verkehr,Heilbronn,2017,kein Wert verfügbar
DEBW236,Heilbronn Speyerer Straße,städtisches Gebiet,Verkehr,Heilbronn,2017,kein Wert verfügbar
DEBW237,Heilbronn Südstraße 2,städtisches Gebiet,Verkehr,Heilbronn,2017,kein Wert verfügbar
DEBW238,Heilbronn Südstraße 33,städtisches Gebiet,Verkehr,Heilbronn,2017,kein Wert verfügbar
DEBW239,Heilbronn Wilhelmstraße,städtisches Gebiet,Verkehr,Heilbronn,2017,kein Wert verfügbar
DEBW240,Heilbronn Wollhausstraße,städtisches Gebiet,Verkehr,Heilbronn,2017,kein Wert verfügbar
DEBW241,Ludwigsburg Schlossstraße,städtisches Gebiet,Verkehr,Ludwigsburg,2017,kein Wert verfügbar
DEBW242,Stuttgart Pragstraße,städtisches Gebiet,Verkehr,Stuttgart,2017,kein Wert verfügbar
DEBW243,Stuttgart Talstraße,städtisches Gebiet,Verkehr,Stuttgart,2017,kein Wert verfügbar
DEBW245,Pforzheim Luisenstraße,städtisches Gebiet,Verkehr,Pforzheim,2017,kein Wert verfügbar
DEBW246,Pforzheim St.-Georgen-Steige,städtisches Gebiet,Verkehr,Pforzheim,2017,kein Wert verfügbar
DEBW249,Stuttgart Hauptstätter Straße,städtisches Gebiet,Verkehr,Stuttgart,2017,kein Wert verfügbar
DEBY001,Ansbach/Residenzstraße,städtisches Gebiet,Verkehr,Ansbach,2017,32
DEBY006,Augsburg/Königsplatz,städtisches Gebiet,Verkehr,Augsburg,2017,28
DEBY021,Ingolstadt/Rechbergstraße,städtisches Gebiet,Verkehr,Ingolstadt,2017,25
DEBY028,Kelheim/Regensburger Straße,städtisches Gebiet,Verkehr,Kelheim,2017,21
DEBY033,Landshut/Podewilsstraße,städtisches Gebiet,Verkehr,Landshut,2017,28
DEBY035,Lindau (Bodensee)/Friedrichshafener Straße,städtisches Gebiet,Verkehr,Lindau (Bodensee),2017,24
DEBY037,München/Stachus,städtisches Gebiet,Verkehr,München,2017,53
DEBY053,Nürnberg/Bahnhof,städtisches Gebiet,Verkehr,Nürnberg,2017,34
DEBY063,Regensburg/Rathaus,städtisches Gebiet,Verkehr,Regensburg,2017,41
DEBY110,Augsburg/Karlstraße,städtisches Gebiet,Verkehr,Augsburg,2017,44
DEBY111,Bayreuth/Hohenzollernring,städtisches Gebiet,Verkehr,Bayreuth,2017,29
DEBY115,München/Landshuter Allee,städtisches Gebiet,Verkehr,München,2017,78
DEBY119,Würzburg/Stadtring Süd,städtisches Gebiet,Verkehr,Würzburg,2017,38
DEBY120,Nürnberg/Von-der-Tann-Straße,städtisches Gebiet,Verkehr,Nürnberg,2017,43
DEBY121,Oberaudorf/Inntal-Autobahn,ländlich stadtnah,Verkehr,Oberaudorf,2017,36
DEBY198,Ingolstadt/Münchener Str.,städtisches Gebiet,Verkehr,Ingolstadt,2017,kein Wert verfügbar
DEBY200,Passau/Angerstr.,städtisches Gebiet,Verkehr,Passau,2017,kein Wert verfügbar
DEHB006,Bremen-Dobben,städtisches Gebiet,Verkehr,Bremen,2017,39
DEHB011,Bremerhaven-Cherbourger Straße,städtisches Gebiet,Verkehr,Bremerhaven,2017,35
DEHB014,Bremen-Nordstraße,städtisches Gebiet,Verkehr,Bremen,2017,kein Wert verfügbar
DEHE037,Wiesbaden Ringkirche,städtisches Gebiet,Verkehr,Wiesbaden,2017,49
DEHE040,Darmstadt Hügelstraße,städtisches Gebiet,Verkehr,Darmstadt,2017,52
DEHE041,Frankfurt Friedberger Landstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,47
DEHE049,Kassel Fünffensterstraße,städtisches Gebiet,Verkehr,Kassel,2017,39
DEHE059,Fulda Petersberger Straße,städtisches Gebiet,Verkehr,Fulda,2017,39
DEHE061,Gießen Westanlage,städtisches Gebiet,Verkehr,Gießen,2017,42
DEHE062,Marburg Universitätsstraße,städtisches Gebiet,Verkehr,Marburg,2017,36
DEHE063,Heppenheim Lehrstraße,städtisches Gebiet,Verkehr,Heppenheim (Bergstraße),2017,33
DEHE098,Limburg Diezer Straße,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2017,35
DEHE099,Limburg Schiede I,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2017,58
DEHE100,Limburg Schiede II,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2017,43
DEHE101,Limburg Frankfurter Straße,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2017,50
DEHE102,Offenbach Untere Grenzstraße I,städtisches Gebiet,Verkehr,Offenbach am Main,2017,48
DEHE103,Offenbach Bieberer Straße,städtisches Gebiet,Verkehr,Offenbach am Main,2017,40
DEHE104,Offenbach Mainstraße,städtisches Gebiet,Verkehr,Offenbach am Main,2017,48
DEHE111,Rüsselsheim Rugby-Ring,städtisches Gebiet,Verkehr,Rüsselsheim am Main,2017,39
DEHE112,Wiesbaden Schiersteiner Straße,städtisches Gebiet,Verkehr,Wiesbaden,2017,50
DEHE116,Offenbach Untere Grenzstraße,städtisches Gebiet,Verkehr,Offenbach am Main,2017,38
DEHE131,Limburg Schiede,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2017,43
DEHE132,Darmstadt Hügelstraße I,städtisches Gebiet,Verkehr,Darmstadt,2017,72
DEHE133,Bensheim Nibelungenstraße,städtisches Gebiet,Verkehr,Bensheim,2017,41
DEHE136,Frankfurt Battonnstraße (ehemals Frankfurt Börneplatz),städtisches Gebiet,Verkehr,Frankfurt am Main,2017,54
DEHE138,Darmstadt Heinrichstraße II,städtisches Gebiet,Verkehr,Darmstadt,2017,kein Wert verfügbar
DEHE139,Frankfurt Am Erlenbruch I,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,kein Wert verfügbar
DEHE140,Frankfurt Am Erlenbruch II,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,kein Wert verfügbar
DEHE142,Marburg Universitätsstraße I,städtisches Gebiet,Verkehr,Marburg,2017,kein Wert verfügbar
DEHE143,Alsfeld I (ehemals Ludwigsplatz 1),städtisches Gebiet,Verkehr,Alsfeld,2017,kein Wert verfügbar
DEHE144,Frankfurt Mainkai,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,kein Wert verfügbar
DEHE146,Frankfurt Pforzheimer Straße,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,kein Wert verfügbar
DEHE151,Frankfurt Hochstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,kein Wert verfügbar
DEHE152,Alsfeld III,städtisches Gebiet,Verkehr,Alsfeld,2017,kein Wert verfügbar
DEHE153,Schlangenbad-Wambach Schwalbacher Straße,städtisches Gebiet,Verkehr,Schlangenbad,2017,kein Wert verfügbar
DEHE154,Frankfurt Königsteiner Straße I,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,kein Wert verfügbar
DEHE155,Frankfurt Königsteiner Straße II,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,kein Wert verfügbar
DEHE156,Frankfurt Gotenstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,kein Wert verfügbar
DEHE157,Frankfurt Kasinostraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,kein Wert verfügbar
DEHE158,Frankfurt Mainzer Landstraße,städtisches Gebiet,Verkehr,Frankfurt am Main,2017,kein Wert verfügbar
DEHE163,Marburg Bahnhofstraße,städtisches Gebiet,Verkehr,Marburg,2017,kein Wert verfügbar
DEHE165,Neu-Isenburg Frankfurter Straße I,städtisches Gebiet,Verkehr,Neu-Isenburg,2017,kein Wert verfügbar
DEHE166,Neu-Isenburg Frankfurter Straße II,städtisches Gebiet,Verkehr,Neu-Isenburg,2017,kein Wert verfügbar
DEHE167,Neu-Isenburg Frankfurter Straße III,städtisches Gebiet,Verkehr,Neu-Isenburg,2017,kein Wert verfügbar
DEHE168,Limburg Eschhöfer Weg,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2017,kein Wert verfügbar
DEHE169,Limburg Grabenstraße,städtisches Gebiet,Verkehr,Limburg a.d. Lahn,2017,kein Wert verfügbar
DEHH026,Hamburg Stresemannstraße,städtisches Gebiet,Verkehr,Hamburg,2017,48
DEHH064,Hamburg Kieler Straße,städtisches Gebiet,Verkehr,Hamburg,2017,44
DEHH068,Hamburg Habichtstraße,städtisches Gebiet,Verkehr,Hamburg,2017,58
DEHH070,Hamburg Max-Brauer-Allee II (Straße),städtisches Gebiet,Verkehr,Hamburg,2017,46
DEMV003,Neubrandenburg,städtisches Gebiet,Verkehr,Neubrandenburg,2017,19
DEMV020,Rostock Am Strande,städtisches Gebiet,Verkehr,Rostock,2017,34
DEMV022,Rostock-Holbeinplatz,städtisches Gebiet,Verkehr,Rostock,2017,27
DEMV023,Schwerin-Obotritenring,städtisches Gebiet,Verkehr,Schwerin,2017,19
DEMV025,Stralsund-Knieperdamm,städtisches Gebiet,Verkehr,Stralsund,2017,18
DEMV027,Wolgast-Oberwallstraße,städtisches Gebiet,Verkehr,Wolgast,2017,kein Wert verfügbar
DEMV058,Neubrandenburg Woldegker Straße,städtisches Gebiet,Verkehr,Neubrandenburg,2017,kein Wert verfügbar
DEMV059,Schwerin Obotr. West,städtisches Gebiet,Verkehr,Schwerin,2017,kein Wert verfügbar
DENI008,Braunschweig Verkehr_alt,städtisches Gebiet,Verkehr,Braunschweig,2017,36
DENI048,Hannover Verkehr,städtisches Gebiet,Verkehr,Hannover,2017,44
DENI061,Hildesheim Kaiserstr.,städtisches Gebiet,Verkehr,Hildesheim,2017,kein Wert verfügbar
DENI066,Hildesheim Verkehr,städtisches Gebiet,Verkehr,Hildesheim,2017,42
DENI067,Osnabrück-Verkehr,städtisches Gebiet,Verkehr,Osnabrück,2017,44
DENI068,Göttingen-Verkehr,städtisches Gebiet,Verkehr,Göttingen,2017,39
DENI071,Barbis-Verkehr,vorstädtisches Gebiet,Verkehr,Bad Lauterberg im Harz,2017,23
DENI074,Hameln-Verkehr,städtisches Gebiet,Verkehr,Hameln,2017,39
DENI075,Braunschweig-Verkehr,städtisches Gebiet,Verkehr,Braunschweig,2017,35
DENI143,Oldenburg Heiligengeistwall,städtisches Gebiet,Verkehr,Oldenburg (Oldb),2017,49
DENI146,Osnabrück Neuer Graben,städtisches Gebiet,Verkehr,Osnabrück,2017,46
DENI149,Hannover Bornumer Straße,städtisches Gebiet,Verkehr,Hannover,2017,43
DENI150,Hannover Friedrich-Ebert-Straße,städtisches Gebiet,Verkehr,Hannover,2017,48
DENI151,Hannover Kurt-Schumacher-Straße,städtisches Gebiet,Verkehr,Hannover,2017,kein Wert verfügbar
DENI152,Hannover Marienstraße,städtisches Gebiet,Verkehr,Hannover,2017,48
DENI153,Hannover Vahrenwalder Straße,städtisches Gebiet,Verkehr,Hannover,2017,41
DENI157,Wolfsburg Heßlinger Straße,städtisches Gebiet,Verkehr,Wolfsburg,2017,31
DENI160,Braunschweig Hildesheimer Straße,städtisches Gebiet,Verkehr,Braunschweig,2017,kein Wert verfügbar
DENI174,"Hannover Bornumer Straße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2017,kein Wert verfügbar
DENI175,"Hannover Göttinger Straße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2017,kein Wert verfügbar
DENI176,"Hannover Friedrich-Ebert-Straße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2017,kein Wert verfügbar
DENI178,"Hannover Marienstraße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2017,kein Wert verfügbar
DENI179,"Oldenburg Heiligengeistwall, wohngebäudenah",städtisches Gebiet,Verkehr,Oldenburg (Oldb),2017,kein Wert verfügbar
DENI180,"Osnabrück Neuer Graben, wohngebäudenah",städtisches Gebiet,Verkehr,Osnabrück,2017,kein Wert verfügbar
DENI181,"Hannover Friedrich-Ebert-Straße 37/39, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2017,kein Wert verfügbar
DENW043,Essen-Ost Steeler Straße,städtisches Gebiet,Verkehr,Essen,2017,37
DENW082,Düsseldorf Corneliusstraße,städtisches Gebiet,Verkehr,Düsseldorf,2017,56
DENW100,Mönchengladbach Düsseldorfer Straße,städtisches Gebiet,Verkehr,Mönchengladbach,2017,22
DENW101,Dortmund Steinstraße,städtisches Gebiet,Verkehr,Dortmund,2017,38
DENW112,Duisburg Kardinal-Galen-Straße,städtisches Gebiet,Verkehr,Duisburg,2017,37
DENW133,Hagen Graf-von-Galen-Ring,städtisches Gebiet,Verkehr,Hagen,2017,48
DENW134,Essen Gladbecker Straße,städtisches Gebiet,Verkehr,Essen,2017,41
DENW136,Dortmund Brackeler Straße,städtisches Gebiet,Verkehr,Dortmund,2017,50
DENW137,Hagen Wehringhauser Straße ,städtisches Gebiet,Verkehr,Hagen,2017,kein Wert verfügbar
DENW148,Köln Justinianstraße,städtisches Gebiet,Verkehr,Köln,2017,50
DENW151,Köln Neumarkt,städtisches Gebiet,Verkehr,Köln,2017,47
DENW157,Paderborn Bahnhofstraße,städtisches Gebiet,Verkehr,Paderborn,2017,44
DENW158,Paderborn Friedrichstraße 29,städtisches Gebiet,Verkehr,Paderborn,2017,46
DENW161,Essen Alfredstraße 9/11,städtisches Gebiet,Verkehr,Essen,2017,47
DENW162,Essen Brückstraße,städtisches Gebiet,Verkehr,Essen,2017,41
DENW165,Mönchengladbach Aachener Straße 426/428,städtisches Gebiet,Verkehr,Mönchengladbach,2017,42
DENW166,Remscheid Freiheitstraße,städtisches Gebiet,Verkehr,Remscheid,2017,40
DENW171,Essen Hombrucher Straße 21,städtisches Gebiet,Verkehr,Essen,2017,37
DENW172,Neuss Friedrichstraße 29,städtisches Gebiet,Verkehr,Neuss,2017,41
DENW175,Bonn Reuterstraße,städtisches Gebiet,Verkehr,Bonn,2017,48
DENW176,Bonn Bornheimer Straße 35a,städtisches Gebiet,Verkehr,Bonn,2017,40
DENW178,Aachen Adalbertsteinweg,städtisches Gebiet,Verkehr,Aachen,2017,42
DENW184,Dortmund B1 Westfalendamm,städtisches Gebiet,Verkehr,Dortmund,2017,43
DENW185,Dortmund B1 Rheinlanddamm,städtisches Gebiet,Verkehr,Dortmund,2017,48
DENW187,Mülheim Aktienstraße,städtisches Gebiet,Verkehr,Mülheim an der Ruhr,2017,43
DENW188,Oberhausen Mülheimer Straße 117,städtisches Gebiet,Verkehr,Oberhausen,2017,49
DENW189,Wuppertal Gathe,städtisches Gebiet,Verkehr,Wuppertal,2017,49
DENW195,Hamm Münsterstraße,städtisches Gebiet,Verkehr,Hamm,2017,37
DENW200,Bielefeld Detmolder Straße,städtisches Gebiet,Verkehr,Bielefeld,2017,32
DENW203,Herne Recklinghauser Straße,städtisches Gebiet,Verkehr,Herne,2017,kein Wert verfügbar
DENW206,Solingen Konrad-Adenauer-Straße,städtisches Gebiet,Verkehr,Solingen,2017,41
DENW207,Aachen Wilhelmstraße,städtisches Gebiet,Verkehr,Aachen,2017,46
DENW208,Gelsenkirchen Kurt-Schumacher-Straße,städtisches Gebiet,Verkehr,Gelsenkirchen,2017,46
DENW209,Oberhausen Mülheimer Straße 116,städtisches Gebiet,Verkehr,Oberhausen,2017,46
DENW210,Erwitte Soester Straße 9A,städtisches Gebiet,Verkehr,Erwitte,2017,34
DENW211,Köln Clevischer Ring,städtisches Gebiet,Verkehr,Köln,2017,62
DENW212,Köln Turiner Straße,städtisches Gebiet,Verkehr,Köln,2017,43
DENW213,Overath Hauptstraße 55,städtisches Gebiet,Verkehr,Overath,2017,43
DENW215,Essen-Frohnhausen,städtisches Gebiet,Verkehr,Essen,2017,50
DENW216,Düsseldorf-Bilk,städtisches Gebiet,Verkehr,Düsseldorf,2017,56
DENW219,Köln-Weiden,städtisches Gebiet,Verkehr,Köln,2017,50
DENW222,Halle (Westfalen) Lange Straße,städtisches Gebiet,Verkehr,Halle (Westf.),2017,38
DENW225,Gevelsberg Hagener Straße,städtisches Gebiet,Verkehr,Gevelsberg,2017,kein Wert verfügbar
DENW228,Bielefeld Stapenhorststraße 42,städtisches Gebiet,Verkehr,Bielefeld,2017,36
DENW230,Bönen Bönener Straße,städtisches Gebiet,Verkehr,Bönen,2017,39
DENW232,Langenfeld Schneiderstraße,städtisches Gebiet,Verkehr,Langenfeld (Rhld.),2017,38
DENW239,Witten-Zentrum,städtisches Gebiet,Verkehr,Witten,2017,43
DENW249,Köln-Junkersdorf Statthalterhofweg 70,städtisches Gebiet,Verkehr,Köln,2017,kein Wert verfügbar
DENW251,Krefeld Kölner Straße 209,städtisches Gebiet,Verkehr,Krefeld,2017,39
DENW252,Krefeld Oranierring,städtisches Gebiet,Verkehr,Krefeld,2017,39
DENW253,Duisburg Friedrich-Ebert-Straße 30,städtisches Gebiet,Verkehr,Duisburg,2017,kein Wert verfügbar
DENW255,Hagen Enneper Straße,städtisches Gebiet,Verkehr,Hagen,2017,kein Wert verfügbar
DENW259,Mönchengladbach Friedrich-Ebert-Straße,städtisches Gebiet,Verkehr,Mönchengladbach,2017,31
DENW260,Münster Weseler Straße,städtisches Gebiet,Verkehr,Münster,2017,38
DENW262,Dinslaken Hans-Böckler-Straße 9,städtisches Gebiet,Verkehr,Dinslaken,2017,36
DENW266,Düren Euskirchener Straße,städtisches Gebiet,Verkehr,Düren,2017,58
DENW267,Hürth Luxemburger Straße 344,städtisches Gebiet,Verkehr,Hürth,2017,44
DENW268,Münster Steinfurter Straße 11,städtisches Gebiet,Verkehr,Münster,2017,36
DENW269,Münster Bült,städtisches Gebiet,Verkehr,Münster,2017,39
DENW272,Siegen Frankfurter Straße,städtisches Gebiet,Verkehr,Siegen,2017,39
DENW275,Dinslaken Hünxer Straße,städtisches Gebiet,Verkehr,Dinslaken,2017,41
DENW277,Essen Krayer Straße 213,städtisches Gebiet,Verkehr,Essen,2017,45
DENW278,Gladbeck Grabenstraße 46,städtisches Gebiet,Verkehr,Gladbeck,2017,kein Wert verfügbar
DENW279,Recklinghausen Kaiserwall,städtisches Gebiet,Verkehr,Recklinghausen,2017,kein Wert verfügbar
DENW281,Hagen Märkischer Ring 85,städtisches Gebiet,Verkehr,Hagen,2017,49
DENW287,Eschweiler Indestraße,städtisches Gebiet,Verkehr,Eschweiler,2017,40
DENW289,Neuss Krefelder Straße,städtisches Gebiet,Verkehr,Neuss,2017,42
DENW290,Neuss Batteriestraße,städtisches Gebiet,Verkehr,Neuss,2017,45
DENW291,Mettmann Breite Straße 10,städtisches Gebiet,Verkehr,Mettmann,2017,39
DENW293,Dinslaken Wilhelm-Lantermann-Straße 33,städtisches Gebiet,Verkehr,Dinslaken,2017,36
DENW294,Emmerich-Elten Schmidtstraße 3,städtisches Gebiet,Verkehr,Emmerich am Rhein,2017,37
DENW296,Recklinghausen Bochumer Straße,städtisches Gebiet,Verkehr,Recklinghausen,2017,38
DENW297,Köln-Meschenich Brühler Landstraße,vorstädtisches Gebiet,Verkehr,Köln,2017,38
DENW299,Gladbeck Grabenstraße 42,städtisches Gebiet,Verkehr,Gladbeck,2017,42
DENW303,Köln Dellbrücker Hauptstraße,städtisches Gebiet,Verkehr,Köln,2017,38
DENW305,Mülheim Kölner Straße (B1),vorstädtisches Gebiet,Verkehr,Mülheim an der Ruhr,2017,35
DENW331,Bochum Herner Straße 385,städtisches Gebiet,Verkehr,Bochum,2017,51
DENW332,Köln Hauptstraße,städtisches Gebiet,Verkehr,Köln,2017,39
DENW334,Kamen Bahnhofstraße 21,städtisches Gebiet,Verkehr,Kamen,2017,kein Wert verfügbar
DENW335,Meerbusch Meerbuscher Straße,städtisches Gebiet,Verkehr,Meerbusch,2017,kein Wert verfügbar
DENW336,Köln Luxemburger Straße,städtisches Gebiet,Verkehr,Köln,2017,46
DENW340,Düsseldorf Ludenberger Straße,städtisches Gebiet,Verkehr,Düsseldorf,2017,52
DENW351,Gelsenkirchen Grothusstraße,städtisches Gebiet,Verkehr,Gelsenkirchen,2017,38
DENW353,Köln Lindweilerweg 144,städtisches Gebiet,Verkehr,Köln,2017,40
DENW354,Düsseldorf Südring,städtisches Gebiet,Verkehr,Düsseldorf,2017,40
DENW355,Leverkusen Gustav-Heinemann-Straße,städtisches Gebiet,Verkehr,Leverkusen,2017,46
DENW356,Lüdenscheid Lennestraße,städtisches Gebiet,Verkehr,Lüdenscheid,2017,kein Wert verfügbar
DENW358,Köln Bergisch Gladbacher Straße,städtisches Gebiet,Verkehr,Köln,2017,40
DENW360,Siegen Sandstraße 15,städtisches Gebiet,Verkehr,Siegen,2017,46
DENW361,Bielefeld-Innenstadt,städtisches Gebiet,Verkehr,Bielefeld,2017,47
DENW363,Paderborn-Schloss Neuhaus,städtisches Gebiet,Verkehr,Paderborn,2017,40
DENW364,Bottrop Peterstraße 9,städtisches Gebiet,Verkehr,Bottrop,2017,39
DENW365,Schwerte Hörder Straße 13,städtisches Gebiet,Verkehr,Schwerte,2017,46
DENW367,Gladbeck Goethestraße,städtisches Gebiet,Verkehr,Gladbeck,2017,36
DENW368,Düsseldorf Burgunderstraße,städtisches Gebiet,Verkehr,Düsseldorf,2017,41
DENW369,Herne Recklinghauser Straße 4/6,städtisches Gebiet,Verkehr,Herne,2017,43
DENW370,Düsseldorf Südring 110,städtisches Gebiet,Verkehr,Düsseldorf,2017,kein Wert verfügbar
DENW371,Aachen-Haaren,städtisches Gebiet,Verkehr,Aachen,2017,42
DENW373,Essen Abteistraße,städtisches Gebiet,Verkehr,Essen,2017,38
DENW376,Duisburg Friedrich-Wilhelm-Straße 25,städtisches Gebiet,Verkehr,Duisburg,2017,41
DENW377,Duisburg Meiderich Bahnhofstraße,städtisches Gebiet,Verkehr,Duisburg,2017,44
DENW379,Essen Hombrucher Straße 31,städtisches Gebiet,Verkehr,Essen,2017,kein Wert verfügbar
DENW383,Bielefeld Herforder Straße,städtisches Gebiet,Verkehr,Bielefeld,2017,kein Wert verfügbar
DENW384,Bochum Dorstener Straße,städtisches Gebiet,Verkehr,Bochum,2017,kein Wert verfügbar
DENW385,Düsseldorf Bernburger Straße,städtisches Gebiet,Verkehr,Düsseldorf,2017,kein Wert verfügbar
DENW393,Düsseldorf Kaiserstraße 31,städtisches Gebiet,Verkehr,Düsseldorf,2017,kein Wert verfügbar
DENW399,Essen Kruppstraße 117,städtisches Gebiet,Verkehr,Essen,2017,kein Wert verfügbar
DENW400,Köln Hahnenstraße 45,städtisches Gebiet,Verkehr,Köln,2017,kein Wert verfügbar
DENW401,Köln Luxemburger Straße 78,städtisches Gebiet,Verkehr,Köln,2017,kein Wert verfügbar
DENW403,Hagen Eckeseyer Str. 7,städtisches Gebiet,Verkehr,Hagen,2017,kein Wert verfügbar
DENW404,Hagen Bergischer Ring 32,städtisches Gebiet,Verkehr,Hagen,2017,kein Wert verfügbar
DENW406,Bochum Dorstener Straße 229,städtisches Gebiet,Verkehr,Bochum,2017,kein Wert verfügbar
DENW407,Bochum Herner Straße 226,städtisches Gebiet,Verkehr,Bochum,2017,kein Wert verfügbar
DENW408,Dortmund Mallinckrodtstraße 192,städtisches Gebiet,Verkehr,Dortmund,2017,kein Wert verfügbar
DENW409,Dortmund Märkische Straße 57,städtisches Gebiet,Verkehr,Dortmund,2017,kein Wert verfügbar
DENW410,Dortmund Ruhrallee 61,städtisches Gebiet,Verkehr,Dortmund,2017,kein Wert verfügbar
DENW411,Dortmund Borsigstraße 53,städtisches Gebiet,Verkehr,Dortmund,2017,kein Wert verfügbar
DENW412,Bielefeld August-Bebel-Straße 79,städtisches Gebiet,Verkehr,Bielefeld,2017,kein Wert verfügbar
DENW413,Bielefeld Kreuzstraße 7,städtisches Gebiet,Verkehr,Bielefeld,2017,kein Wert verfügbar
DENW414,Bielefeld Stapenhorststraße 14,städtisches Gebiet,Verkehr,Bielefeld,2017,kein Wert verfügbar
DENW415,Oberhausen Duisburger Straße,städtisches Gebiet,Verkehr,Oberhausen,2017,kein Wert verfügbar
DENW416,Duisburg Moerser Straße 245,städtisches Gebiet,Verkehr,Duisburg,2017,kein Wert verfügbar
DENW417,Köln Subbelrather Straße 262,städtisches Gebiet,Verkehr,Köln,2017,kein Wert verfügbar
DENW418,Duisburg Asterlager Straße 122,städtisches Gebiet,Verkehr,Duisburg,2017,kein Wert verfügbar
DENW419,Düsseldorf Herzogstraße 37,städtisches Gebiet,Verkehr,Düsseldorf,2017,kein Wert verfügbar
